community_area,primary type,total_crimes,features,prediction
1,2022,32,[1.0],2
47,583,4,[47.0],0
26,1750,35,[26.0],4
46,2017,35,[46.0],0
15,554,34,[15.0],1
26,502P,34,[26.0],4
41,033A,2,[41.0],0
36,479,6,[36.0],3
14,2091,6,[14.0],1
2,2023,11,[2.0],2
37,495,9,[37.0],3
45,1790,2,[45.0],0
49,2028,8,[49.0],0
47,3960,8,[47.0],0
9,482,2,[9.0],2
34,935,6,[34.0],3
2,5007,10,[2.0],2
12,917,5,[12.0],1
22,440,8,[22.0],4
39,495,8,[39.0],3
47,2093,27,[47.0],0
40,4230,2,[40.0],3
48,265,15,[48.0],0
45,1541,3,[45.0],0
21,1565,3,[21.0],4
6,1195,26,[6.0],2
30,3960,4,[30.0],4
36,4388,3,[36.0],3
23,1755,2,[23.0],4
33,2021,3,[33.0],3
4,3731,12,[4.0],2
8,1242,10,[8.0],2
36,1900,1,[36.0],3
40,1020,3,[40.0],3
10,2090,3,[10.0],2
5,2900,3,[5.0],2
16,1090,8,[16.0],1
38,334,4,[38.0],3
17,337,4,[17.0],1
38,1670,1,[38.0],3
11,620,269,[11.0],1
25,890,531,[25.0],4
18,1120,51,[18.0],1
39,1110,29,[39.0],3
12,430,115,[12.0],1
35,870,80,[35.0],3
10,610,433,[10.0],2
17,141A,74,[17.0],1
43,850,32,[43.0],0
48,1365,64,[48.0],0
43,1340,7,[43.0],0
38,2017,6,[38.0],3
36,1121,17,[36.0],3
44,880,33,[44.0],0
29,2851,11,[29.0],4
35,1305,79,[35.0],3
30,1812,31,[30.0],4
42,461,10,[42.0],0
41,850,28,[41.0],0
22,850,18,[22.0],4
13,330,30,[13.0],1
49,1120,46,[49.0],0
41,334,4,[41.0],0
29,2012,2,[29.0],4
10,1790,17,[10.0],2
8,2018,3,[8.0],2
34,142A,3,[34.0],3
18,141C,6,[18.0],1
11,462,3,[11.0],1
8,1753,18,[8.0],2
49,820,1548,[49.0],0
4,560,1149,[4.0],2
42,890,8065,[42.0],0
33,1153,254,[33.0],3
28,143A,913,[28.0],4
5,650,51,[5.0],2
16,610,869,[16.0],1
44,1330,313,[44.0],0
40,1150,168,[40.0],3
1,1752,20,[1.0],2
27,325,60,[27.0],4
32,920,57,[32.0],3
13,1310,751,[13.0],1
8,554,22,[8.0],2
24,820,2398,[24.0],4
47,1121,26,[47.0],0
10,281,64,[10.0],2
21,051A,445,[21.0],4
25,051A,192,[25.0],4
40,5000,25,[40.0],3
17,1792,3,[17.0],1
25,486,1004,[25.0],4
12,265,15,[12.0],1
45,1210,42,[45.0],0
3,2825,305,[3.0],2
7,910,1078,[7.0],2
27,486,2537,[27.0],4
22,312,38,[22.0],4
27,1121,117,[27.0],4
15,326,41,[15.0],1
13,033A,23,[13.0],1
29,281,93,[29.0],4
5,1110,42,[5.0],2
17,1154,172,[17.0],1
3,930,108,[3.0],2
5,326,59,[5.0],2
36,502P,51,[36.0],3
36,1750,30,[36.0],3
15,496,94,[15.0],1
9,1210,30,[9.0],2
43,051A,20,[43.0],0
9,479,10,[9.0],2
12,041A,141,[12.0],1
3,5002,168,[3.0],2
8,2027,151,[8.0],2
11,1850,1,[11.0],1
2,2093,98,[2.0],2
16,141A,37,[16.0],1
15,291,6,[15.0],1
10,1477,51,[10.0],2
16,620,310,[16.0],1
40,326,11,[40.0],3
15,141A,35,[15.0],1
26,2826,173,[26.0],4
6,1750,109,[6.0],2
2,498,17,[2.0],2
46,2093,27,[46.0],0
27,1156,65,[27.0],4
29,502P,68,[29.0],4
25,1154,98,[25.0],4
29,313,38,[29.0],4
28,1360,69,[28.0],4
30,545,12,[30.0],4
26,2850,6,[26.0],4
15,1305,46,[15.0],1
42,2830,14,[42.0],0
14,2093,23,[14.0],1
8,2021,13,[8.0],2
27,281,159,[27.0],4
17,3730,18,[17.0],1
26,1154,100,[26.0],4
38,4625,8,[38.0],3
43,1120,44,[43.0],0
26,1812,25,[26.0],4
2,920,69,[2.0],2
50,502P,26,[50.0],0
42,1710,15,[42.0],0
19,1365,43,[19.0],1
5,1365,129,[5.0],2
19,2027,10,[19.0],1
19,1345,31,[19.0],1
21,313,43,[21.0],4
25,4625,29,[25.0],4
37,920,120,[37.0],3
10,2022,64,[10.0],2
17,5000,51,[17.0],1
38,502P,34,[38.0],3
22,553,6,[22.0],4
24,265,45,[24.0],4
23,4386,4,[23.0],4
24,2021,33,[24.0],4
25,498,13,[25.0],4
28,2851,22,[28.0],4
38,440,7,[38.0],3
18,5111,8,[18.0],1
18,454,27,[18.0],1
9,1562,52,[9.0],2
38,1210,20,[38.0],3
24,1790,20,[24.0],4
14,1780,38,[14.0],1
5,1122,41,[5.0],2
29,880,55,[29.0],4
30,1365,72,[30.0],4
1,420,42,[1.0],2
16,498,58,[16.0],1
29,502R,48,[29.0],4
48,326,6,[48.0],0
28,2034,7,[28.0],4
36,031A,126,[36.0],3
40,051B,3,[40.0],3
40,630,38,[40.0],3
44,1195,7,[44.0],0
24,2031,39,[24.0],4
34,870,39,[34.0],3
11,2900,2,[11.0],1
35,313,24,[35.0],3
30,1360,27,[30.0],4
26,545,17,[26.0],4
43,420,14,[43.0],0
34,3960,9,[34.0],3
20,325,32,[20.0],1
46,479,8,[46.0],0
37,1661,47,[37.0],3
47,2210,7,[47.0],0
13,334,8,[13.0],1
15,143C,18,[15.0],1
13,501A,10,[13.0],1
44,2025,5,[44.0],0
28,2250,23,[28.0],4
7,2250,8,[7.0],2
4,1340,9,[4.0],2
16,1261,3,[16.0],1
18,1020,27,[18.0],1
26,495,14,[26.0],4
30,1242,14,[30.0],4
25,1822,11,[25.0],4
45,495,10,[45.0],0
14,4255,4,[14.0],1
20,337,4,[20.0],1
24,1512,16,[24.0],4
22,1506,3,[22.0],4
10,1752,50,[10.0],2
42,1261,14,[42.0],0
31,5011,18,[31.0],3
8,558,5,[8.0],2
44,5004,3,[44.0],0
8,479,14,[8.0],2
16,4386,9,[16.0],1
37,2090,3,[37.0],3
16,261,10,[16.0],1
46,271,1,[46.0],0
37,5001,31,[37.0],3
49,1151,1,[49.0],0
42,2170,40,[42.0],0
21,4255,11,[21.0],4
43,1242,13,[43.0],0
3,2025,6,[3.0],2
18,498,18,[18.0],1
9,553,2,[9.0],2
43,1480,1,[43.0],0
44,2220,3,[44.0],0
42,1540,2,[42.0],0
50,4388,2,[50.0],0
17,1025,14,[17.0],1
15,1754,46,[15.0],1
48,479,8,[48.0],0
34,4388,1,[34.0],3
47,1754,8,[47.0],0
20,1566,4,[20.0],1
38,1582,9,[38.0],3
26,1780,28,[26.0],4
49,1751,14,[49.0],0
50,1582,5,[50.0],0
4,266,15,[4.0],2
27,2830,2,[27.0],4
42,553,5,[42.0],0
49,2024,11,[49.0],0
18,4651,15,[18.0],1
8,3966,1,[8.0],2
9,4652,3,[9.0],2
7,452,2,[7.0],2
20,4230,6,[20.0],1
13,4651,5,[13.0],1
33,2024,9,[33.0],3
18,488,2,[18.0],1
27,2015,7,[27.0],4
47,2230,3,[47.0],0
8,4388,2,[8.0],2
43,4255,2,[43.0],0
1,890,937,[1.0],2
30,1310,621,[30.0],4
25,810,1077,[25.0],4
34,1155,23,[34.0],3
23,1150,145,[23.0],4
34,1120,76,[34.0],3
7,440,15,[7.0],2
26,484,61,[26.0],4
50,1330,98,[50.0],0
20,1154,191,[20.0],1
41,1120,61,[41.0],0
11,870,45,[11.0],1
17,484,35,[17.0],1
20,1150,167,[20.0],1
21,580,26,[21.0],4
44,334,5,[44.0],0
26,3710,14,[26.0],4
7,650,47,[7.0],2
7,1155,16,[7.0],2
38,495,7,[38.0],3
4,454,28,[4.0],2
40,1345,25,[40.0],3
48,430,62,[48.0],0
13,1210,47,[13.0],1
3,331,7,[3.0],2
25,2850,9,[25.0],4
24,143B,22,[24.0],4
20,485,13,[20.0],1
15,3750,1,[15.0],1
2,2092,42,[2.0],2
7,331,4,[7.0],2
36,2012,4,[36.0],3
5,440,12,[5.0],2
22,1350,7,[22.0],4
17,550,7,[17.0],1
35,033A,17,[35.0],3
12,051B,4,[12.0],1
6,610,1180,[6.0],2
27,890,1467,[27.0],4
38,486,841,[38.0],3
37,4625,186,[37.0],3
3,1345,83,[3.0],2
35,560,543,[35.0],3
7,497,188,[7.0],2
24,2826,322,[24.0],4
23,860,295,[23.0],4
28,1811,1868,[28.0],4
3,460,2062,[3.0],2
6,051A,453,[6.0],2
10,860,420,[10.0],2
5,1822,38,[5.0],2
8,560,1667,[8.0],2
2,320,561,[2.0],2
9,1330,304,[9.0],2
9,4651,22,[9.0],2
18,860,310,[18.0],1
15,266,69,[15.0],1
44,460,1523,[44.0],0
24,860,295,[24.0],4
14,560,538,[14.0],1
16,2014,183,[16.0],1
35,1150,142,[35.0],3
37,810,1020,[37.0],3
3,1220,22,[3.0],2
34,2014,41,[34.0],3
2,1130,357,[2.0],2
2,1563,76,[2.0],2
7,5011,74,[7.0],2
18,051A,211,[18.0],1
23,915,39,[23.0],4
47,1152,97,[47.0],0
29,1811,618,[29.0],4
3,920,145,[3.0],2
36,810,707,[36.0],3
18,470,82,[18.0],1
50,460,737,[50.0],0
7,2017,115,[7.0],2
38,1365,64,[38.0],3
13,141A,3,[13.0],1
32,2820,120,[32.0],3
9,420,120,[9.0],2
6,1822,136,[6.0],2
9,1780,56,[9.0],2
16,630,52,[16.0],1
44,930,34,[44.0],0
38,620,218,[38.0],3
33,580,7,[33.0],3
44,420,34,[44.0],0
45,1245,3,[45.0],0
41,430,27,[41.0],0
14,2022,193,[14.0],1
20,3960,11,[20.0],1
45,453,6,[45.0],0
39,2820,141,[39.0],3
38,870,19,[38.0],3
2,2870,2,[2.0],2
1,1156,59,[1.0],2
20,334,7,[20.0],1
33,1751,21,[33.0],3
6,1752,25,[6.0],2
46,520,89,[46.0],0
4,484,39,[4.0],2
34,1150,190,[34.0],3
31,1750,41,[31.0],3
5,502P,74,[5.0],2
34,1750,73,[34.0],3
41,1156,56,[41.0],0
3,2230,2,[3.0],2
34,1121,35,[34.0],3
6,920,197,[6.0],2
28,2011,26,[28.0],4
38,1154,79,[38.0],3
26,4650,8,[26.0],4
15,630,35,[15.0],1
46,484,20,[46.0],0
47,1365,44,[47.0],0
50,520,46,[50.0],0
31,1570,11,[31.0],3
26,2250,10,[26.0],4
3,1110,60,[3.0],2
14,2250,6,[14.0],1
8,1020,36,[8.0],2
50,5001,13,[50.0],0
26,1477,52,[26.0],4
9,334,5,[9.0],2
28,1535,2,[28.0],4
49,281,99,[49.0],0
42,554,39,[42.0],0
24,5130,5,[24.0],4
40,1822,10,[40.0],3
11,4652,4,[11.0],1
17,5131,9,[17.0],1
14,1152,41,[14.0],1
46,880,13,[46.0],0
35,340,26,[35.0],3
24,266,43,[24.0],4
2,1562,24,[2.0],2
21,1460,8,[21.0],4
8,1755,8,[8.0],2
18,1210,20,[18.0],1
43,3731,4,[43.0],0
48,141A,14,[48.0],0
16,550,8,[16.0],1
47,1582,8,[47.0],0
2,5000,68,[2.0],2
50,033A,24,[50.0],0
12,041B,7,[12.0],1
14,340,21,[14.0],1
44,4651,4,[44.0],0
43,325,9,[43.0],0
25,1850,3,[25.0],4
37,1754,47,[37.0],3
6,1370,3,[6.0],2
27,1562,40,[27.0],4
31,554,10,[31.0],3
9,1563,41,[9.0],2
44,865,2,[44.0],0
38,3800,3,[38.0],3
42,1822,12,[42.0],0
24,3910,2,[24.0],4
11,1754,18,[11.0],1
44,5001,16,[44.0],0
2,3730,8,[2.0],2
12,1195,5,[12.0],1
21,1345,53,[21.0],4
40,920,31,[40.0],3
21,2022,25,[21.0],4
49,3800,1,[49.0],0
42,937,1,[42.0],0
8,5114,1,[8.0],2
28,141C,31,[28.0],4
30,312,43,[30.0],4
2,501A,16,[2.0],2
26,1822,19,[26.0],4
46,1151,1,[46.0],0
26,2220,6,[26.0],4
42,4650,18,[42.0],0
23,265,11,[23.0],4
16,3760,6,[16.0],1
42,4210,1,[42.0],0
7,265,32,[7.0],2
11,1812,33,[11.0],1
32,2851,3,[32.0],3
1,2024,15,[1.0],2
50,265,6,[50.0],0
36,1754,24,[36.0],3
34,552,7,[34.0],3
26,2014,15,[26.0],4
30,1570,15,[30.0],4
27,1792,5,[27.0],4
18,917,6,[18.0],1
19,1241,1,[19.0],1
50,2093,11,[50.0],0
39,1242,16,[39.0],3
19,1544,8,[19.0],1
27,141C,14,[27.0],4
22,1725,1,[22.0],4
14,1562,46,[14.0],1
10,551,2,[10.0],2
49,2023,4,[49.0],0
40,2031,9,[40.0],3
3,500E,2,[3.0],2
10,2034,2,[10.0],2
32,454,13,[32.0],3
14,266,47,[14.0],1
2,141C,13,[2.0],2
10,033A,15,[10.0],2
7,4388,4,[7.0],2
18,4230,4,[18.0],1
39,880,4,[39.0],3
5,1540,3,[5.0],2
14,5000,21,[14.0],1
17,1525,1,[17.0],1
1,3960,2,[1.0],2
36,3730,1,[36.0],3
45,3960,4,[45.0],0
17,452,2,[17.0],1
46,1245,3,[46.0],0
15,580,12,[15.0],1
24,1513,33,[24.0],4
20,3750,3,[20.0],1
17,810,1130,[17.0],1
17,870,51,[17.0],1
32,470,15,[32.0],3
42,1360,69,[42.0],0
16,1110,23,[16.0],1
28,1155,19,[28.0],4
17,1152,128,[17.0],1
26,1365,88,[26.0],4
10,2890,9,[10.0],2
37,1110,39,[37.0],3
12,2850,7,[12.0],1
46,1121,24,[46.0],0
47,530,36,[47.0],0
29,1562,42,[29.0],4
11,1200,2,[11.0],1
31,1110,32,[31.0],3
22,1780,12,[22.0],4
15,650,19,[15.0],1
41,630,29,[41.0],0
18,1350,13,[18.0],1
20,482,1,[20.0],1
24,2890,19,[24.0],4
1,1790,1,[1.0],2
40,2021,5,[40.0],3
20,3730,17,[20.0],1
34,340,14,[34.0],3
38,2021,4,[38.0],3
33,1140,5,[33.0],3
41,479,7,[41.0],0
19,462,2,[19.0],1
43,440,7,[43.0],0
47,1156,72,[47.0],0
28,890,591,[28.0],4
8,630,66,[8.0],2
5,620,502,[5.0],2
6,820,2591,[6.0],2
5,484,63,[5.0],2
50,810,788,[50.0],0
25,1210,54,[25.0],4
34,1020,43,[34.0],3
9,5000,46,[9.0],2
7,2826,218,[7.0],2
38,4387,89,[38.0],3
9,1310,1869,[9.0],2
8,2825,386,[8.0],2
9,2820,547,[9.0],2
20,430,272,[20.0],1
20,041A,397,[20.0],1
38,810,702,[38.0],3
15,2825,231,[15.0],1
26,620,325,[26.0],4
6,2820,538,[6.0],2
32,560,451,[32.0],3
31,860,417,[31.0],3
12,560,607,[12.0],1
14,5110,2,[14.0],1
8,041A,215,[8.0],2
25,1150,157,[25.0],4
35,2820,186,[35.0],3
4,496,40,[4.0],2
50,610,388,[50.0],0
34,266,35,[34.0],3
34,051A,395,[34.0],3
25,1305,89,[25.0],4
18,031A,326,[18.0],1
26,917,27,[26.0],4
38,031A,78,[38.0],3
50,031A,114,[50.0],0
15,5000,39,[15.0],1
49,1150,148,[49.0],0
11,4387,112,[11.0],1
49,2826,174,[49.0],0
21,2027,205,[21.0],4
27,1350,149,[27.0],4
22,2826,122,[22.0],4
15,4625,233,[15.0],1
32,1156,82,[32.0],3
24,545,75,[24.0],4
16,141B,2,[16.0],1
5,3731,42,[5.0],2
28,1345,102,[28.0],4
5,051A,259,[5.0],2
41,2090,6,[41.0],0
25,4387,100,[25.0],4
2,331,14,[2.0],2
29,340,26,[29.0],4
28,553,19,[28.0],4
21,4387,148,[21.0],4
38,1245,2,[38.0],3
27,502R,44,[27.0],4
42,031A,253,[42.0],0
43,1562,8,[43.0],0
15,1477,72,[15.0],1
34,1025,14,[34.0],3
31,1345,24,[31.0],3
22,4386,7,[22.0],4
38,1242,14,[38.0],3
49,266,24,[49.0],0
35,051A,108,[35.0],3
4,1585,7,[4.0],2
41,143A,27,[41.0],0
10,1305,79,[10.0],2
23,031A,135,[23.0],4
6,915,42,[6.0],2
2,1110,90,[2.0],2
42,1563,102,[42.0],0
5,1025,5,[5.0],2
1,041A,63,[1.0],2
11,1152,44,[11.0],1
23,1822,6,[23.0],4
19,5002,40,[19.0],1
16,5011,50,[16.0],1
15,312,42,[15.0],1
22,1751,27,[22.0],4
29,917,17,[29.0],4
24,1200,11,[24.0],4
13,2027,12,[13.0],1
27,554,41,[27.0],4
14,265,21,[14.0],1
17,498,53,[17.0],1
40,2022,31,[40.0],3
8,5000,48,[8.0],2
10,2024,39,[10.0],2
37,266,57,[37.0],3
43,1812,8,[43.0],0
50,325,8,[50.0],0
46,553,3,[46.0],0
31,1563,33,[31.0],3
5,2870,4,[5.0],2
39,530,28,[39.0],3
31,920,77,[31.0],3
5,325,35,[5.0],2
44,498,8,[44.0],0
21,143B,12,[21.0],4
21,1753,12,[21.0],4
4,1780,35,[4.0],2
13,331,6,[13.0],1
31,497,29,[31.0],3
1,142,2,[1.0],2
16,5113,1,[16.0],1
28,325,67,[28.0],4
7,1563,37,[7.0],2
8,2170,7,[8.0],2
39,917,19,[39.0],3
18,1506,5,[18.0],1
26,265,15,[26.0],4
38,3960,2,[38.0],3
15,2092,17,[15.0],1
44,3710,20,[44.0],0
1,1811,108,[1.0],2
15,142A,2,[15.0],1
22,1570,6,[22.0],4
29,1460,8,[29.0],4
18,1753,12,[18.0],1
15,583,2,[15.0],1
37,1570,10,[37.0],3
3,555,6,[3.0],2
39,2210,2,[39.0],3
22,1544,8,[22.0],4
32,930,37,[32.0],3
50,555,2,[50.0],0
20,557,4,[20.0],1
7,1120,44,[7.0],2
9,558,4,[9.0],2
33,265,18,[33.0],3
9,1206,37,[9.0],2
32,041A,19,[32.0],3
23,5001,14,[23.0],4
6,2012,3,[6.0],2
43,2022,8,[43.0],0
4,1195,9,[4.0],2
35,1670,2,[35.0],3
44,1780,9,[44.0],0
42,1479,1,[42.0],0
50,552,2,[50.0],0
41,553,4,[41.0],0
31,340,11,[31.0],3
34,2090,4,[34.0],3
21,3800,1,[21.0],4
38,1195,12,[38.0],3
19,3960,8,[19.0],1
36,263,1,[36.0],3
12,143B,7,[12.0],1
3,5007,16,[3.0],2
5,501A,5,[5.0],2
32,1590,1,[32.0],3
3,2900,10,[3.0],2
6,2900,4,[6.0],2
19,1822,5,[19.0],1
24,1122,28,[24.0],4
15,2026,5,[15.0],1
18,031B,6,[18.0],1
7,2012,4,[7.0],2
46,558,3,[46.0],0
42,1750,8,[42.0],0
3,502R,27,[3.0],2
37,485,4,[37.0],3
38,313,11,[38.0],3
43,920,29,[43.0],0
32,497,8,[32.0],3
44,495,14,[44.0],0
29,1590,5,[29.0],4
40,5111,2,[40.0],3
43,5007,3,[43.0],0
40,1365,73,[40.0],3
21,850,41,[21.0],4
9,1152,83,[9.0],2
39,1330,92,[39.0],3
21,870,104,[21.0],4
42,1345,69,[42.0],0
18,1305,76,[18.0],1
37,1821,137,[37.0],3
45,1305,72,[45.0],0
28,1350,60,[28.0],4
43,1121,49,[43.0],0
3,550,5,[3.0],2
3,2830,3,[3.0],2
18,334,9,[18.0],1
39,1350,8,[39.0],3
38,041A,27,[38.0],3
30,496,21,[30.0],4
11,1140,9,[11.0],1
50,1563,34,[50.0],0
2,1170,2,[2.0],2
40,930,31,[40.0],3
18,2830,3,[18.0],1
13,440,6,[13.0],1
9,1590,1,[9.0],2
44,1340,4,[44.0],0
11,051B,7,[11.0],1
23,650,13,[23.0],4
23,1753,13,[23.0],4
40,810,779,[40.0],3
10,470,111,[10.0],2
26,460,980,[26.0],4
37,620,273,[37.0],3
15,2017,134,[15.0],1
17,910,1153,[17.0],1
11,143A,92,[11.0],1
24,486,4777,[24.0],4
1,1330,212,[1.0],2
28,2092,444,[28.0],4
42,1330,1302,[42.0],0
27,470,162,[27.0],4
24,1753,19,[24.0],4
42,320,806,[42.0],0
41,460,829,[41.0],0
7,2825,365,[7.0],2
2,545,83,[2.0],2
25,860,483,[25.0],4
37,486,2756,[37.0],3
7,143A,371,[7.0],2
45,1330,105,[45.0],0
10,051A,247,[10.0],2
7,620,529,[7.0],2
23,1750,23,[23.0],4
8,650,30,[8.0],2
44,1120,54,[44.0],0
15,520,162,[15.0],1
3,1155,15,[3.0],2
14,620,229,[14.0],1
49,1220,22,[49.0],0
49,1240,1,[49.0],0
12,910,533,[12.0],1
25,930,61,[25.0],4
3,1350,211,[3.0],2
30,051A,154,[30.0],4
42,1206,83,[42.0],0
49,610,312,[49.0],0
10,620,233,[10.0],2
27,041A,305,[27.0],4
29,033A,26,[29.0],4
2,1710,18,[2.0],2
21,520,133,[21.0],4
35,1020,18,[35.0],3
29,1792,6,[29.0],4
34,1811,509,[34.0],3
27,1150,474,[27.0],4
37,1310,1243,[37.0],3
25,5002,49,[25.0],4
18,1150,143,[18.0],1
41,2091,217,[41.0],0
49,2017,45,[49.0],0
16,497,205,[16.0],1
31,1330,96,[31.0],3
29,141A,26,[29.0],4
7,454,57,[7.0],2
44,1156,63,[44.0],0
20,2826,258,[20.0],1
33,497,20,[33.0],3
49,320,222,[49.0],0
22,5002,75,[22.0],4
12,915,29,[12.0],1
34,5130,3,[34.0],3
19,1750,25,[19.0],1
11,2826,118,[11.0],1
49,1360,52,[49.0],0
10,1780,82,[10.0],2
25,1811,166,[25.0],4
24,1750,118,[24.0],4
30,1821,8,[30.0],4
4,5002,115,[4.0],2
1,143C,2,[1.0],2
38,484,15,[38.0],3
14,1365,47,[14.0],1
35,1365,53,[35.0],3
33,502R,13,[33.0],3
17,291,8,[17.0],1
3,1305,29,[3.0],2
7,484,32,[7.0],2
20,1661,30,[20.0],1
13,1570,13,[13.0],1
29,3731,80,[29.0],4
24,462,5,[24.0],4
7,502P,97,[7.0],2
20,2890,13,[20.0],1
15,3800,3,[15.0],1
3,1477,70,[3.0],2
2,2022,37,[2.0],2
45,281,64,[45.0],0
35,1121,29,[35.0],3
18,5112,1,[18.0],1
16,1751,34,[16.0],1
16,143C,18,[16.0],1
42,1365,65,[42.0],0
46,1750,35,[46.0],0
14,2220,9,[14.0],1
11,497,39,[11.0],1
27,5110,9,[27.0],4
7,2024,86,[7.0],2
20,266,45,[20.0],1
18,496,44,[18.0],1
33,545,16,[33.0],3
14,630,29,[14.0],1
14,312,44,[14.0],1
23,920,49,[23.0],4
24,1565,3,[24.0],4
28,630,41,[28.0],4
32,2170,5,[32.0],3
2,1050,6,[2.0],2
8,1570,13,[8.0],2
42,2022,46,[42.0],0
40,2825,146,[40.0],3
27,498,33,[27.0],4
1,496,15,[1.0],2
15,470,147,[15.0],1
47,1563,24,[47.0],0
13,1122,21,[13.0],1
30,326,16,[30.0],4
23,031B,3,[23.0],4
6,2170,9,[6.0],2
29,5001,18,[29.0],4
13,1345,42,[13.0],1
20,2026,3,[20.0],1
26,1479,1,[26.0],4
43,930,19,[43.0],0
1,497,17,[1.0],2
35,4650,5,[35.0],3
20,1755,11,[20.0],1
20,917,6,[20.0],1
41,2024,11,[41.0],0
9,051B,18,[9.0],2
27,2220,3,[27.0],4
30,554,14,[30.0],4
30,2020,1,[30.0],4
4,5011,7,[4.0],2
25,580,18,[25.0],4
29,1682,1,[29.0],4
17,2170,22,[17.0],1
49,1752,31,[49.0],0
28,4651,21,[28.0],4
41,261,1,[41.0],0
3,502T,2,[3.0],2
23,935,7,[23.0],4
47,312,21,[47.0],0
14,930,45,[14.0],1
14,1754,54,[14.0],1
8,2110,1,[8.0],2
21,2851,8,[21.0],4
9,915,40,[9.0],2
22,1822,11,[22.0],4
12,2170,3,[12.0],1
7,1460,9,[7.0],2
39,2870,5,[39.0],3
7,5112,6,[7.0],2
46,453,7,[46.0],0
30,1822,9,[30.0],4
19,291,3,[19.0],1
50,1821,7,[50.0],0
2,275,1,[2.0],2
8,1050,1,[8.0],2
30,1582,11,[30.0],4
30,1261,3,[30.0],4
21,2250,7,[21.0],4
48,558,6,[48.0],0
27,337,8,[27.0],4
8,1651,1,[8.0],2
45,265,7,[45.0],0
8,4255,8,[8.0],2
3,2050,6,[3.0],2
15,2860,10,[15.0],1
7,917,5,[7.0],2
1,2013,4,[1.0],2
23,5093,2,[23.0],4
3,1661,17,[3.0],2
1,331,3,[1.0],2
6,331,4,[6.0],2
35,051B,6,[35.0],3
6,1582,7,[6.0],2
23,1261,2,[23.0],4
44,1562,5,[44.0],0
14,1460,3,[14.0],1
43,498,6,[43.0],0
40,143C,2,[40.0],3
39,1540,2,[39.0],3
7,2091,3,[7.0],2
17,1320,1467,[17.0],1
32,1154,156,[32.0],3
12,610,302,[12.0],1
22,860,255,[22.0],4
21,420,82,[21.0],4
3,330,75,[3.0],2
25,1330,197,[25.0],4
21,1121,57,[21.0],4
2,1120,105,[2.0],2
10,1345,36,[10.0],2
6,1120,68,[6.0],2
10,484,29,[10.0],2
33,1345,29,[33.0],3
14,1120,58,[14.0],1
26,1340,20,[26.0],4
23,1110,43,[23.0],4
17,1791,1,[17.0],1
20,2013,2,[20.0],1
30,1140,3,[30.0],4
25,2014,5,[25.0],4
35,1122,39,[35.0],3
42,1151,5,[42.0],0
35,1220,6,[35.0],3
43,461,1,[43.0],0
16,1160,1,[16.0],1
13,2851,3,[13.0],1
4,485,4,[4.0],2
30,461,1,[30.0],4
6,461,4,[6.0],2
34,1170,2,[34.0],3
15,479,16,[15.0],1
32,143B,1,[32.0],3
28,1140,7,[28.0],4
29,2034,7,[29.0],4
38,496,16,[38.0],3
46,281,101,[46.0],0
5,870,73,[5.0],2
44,910,517,[44.0],0
8,1320,1376,[8.0],2
37,2024,465,[37.0],3
17,497,244,[17.0],1
15,890,402,[15.0],1
49,910,428,[49.0],0
21,460,1675,[21.0],4
12,820,1067,[12.0],1
48,1330,200,[48.0],0
42,820,4618,[42.0],0
41,031A,24,[41.0],0
18,2017,31,[18.0],1
46,1130,156,[46.0],0
15,4650,24,[15.0],1
1,1154,158,[1.0],2
49,460,1155,[49.0],0
34,5002,154,[34.0],3
15,620,384,[15.0],1
34,281,89,[34.0],3
20,484,95,[20.0],1
5,320,350,[5.0],2
18,1153,574,[18.0],1
48,1320,443,[48.0],0
25,1156,41,[25.0],4
24,5122,1,[24.0],4
17,502R,96,[17.0],1
16,5112,7,[16.0],1
24,530,220,[24.0],4
28,454,150,[28.0],4
24,890,473,[24.0],4
44,1350,18,[44.0],0
8,320,339,[8.0],2
47,850,28,[47.0],0
34,1506,23,[34.0],3
47,890,634,[47.0],0
16,502P,105,[16.0],1
8,890,629,[8.0],2
14,041A,113,[14.0],1
6,033A,52,[6.0],2
44,810,1596,[44.0],0
44,484,44,[44.0],0
19,1122,26,[19.0],1
43,320,161,[43.0],0
12,4650,32,[12.0],1
3,1506,65,[3.0],2
8,497,163,[8.0],2
24,1153,889,[24.0],4
14,4625,30,[14.0],1
42,530,80,[42.0],0
27,484,96,[27.0],4
30,1811,191,[30.0],4
5,930,102,[5.0],2
26,4387,118,[26.0],4
27,2851,17,[27.0],4
15,430,194,[15.0],1
20,498,91,[20.0],1
35,325,16,[35.0],3
38,1150,87,[38.0],3
7,340,27,[7.0],2
13,2022,64,[13.0],1
3,484,113,[3.0],2
46,2027,64,[46.0],0
20,5001,27,[20.0],1
20,2028,26,[20.0],1
12,2022,172,[12.0],1
3,497,153,[3.0],2
12,496,21,[12.0],1
8,1563,47,[8.0],2
8,501A,5,[8.0],2
29,1154,161,[29.0],4
21,1790,17,[21.0],4
36,496,11,[36.0],3
47,261,2,[47.0],0
39,5001,18,[39.0],3
8,1210,48,[8.0],2
46,5001,13,[46.0],0
13,1812,39,[13.0],1
12,520,62,[12.0],1
37,2028,29,[37.0],3
34,420,79,[34.0],3
42,325,21,[42.0],0
26,141C,9,[26.0],4
2,2014,135,[2.0],2
38,4651,4,[38.0],3
20,2860,14,[20.0],1
37,880,45,[37.0],3
23,4387,81,[23.0],4
4,1750,28,[4.0],2
